ts,A-S"1,CTX-S"1,CTX-S"2,x-S"2,S"1-H1,S"2-H2,S"1-M"1,S"2-M"2,M"1-D,M"2-D,M"1-R*,M"2-R*
0,0.103,0.104,0.104,0.1,0.103,0.103,0.103,0.103,0.159,0.319,0.279,0.362,
1,0.103,0.104,0.104,0.1,0.103,0.103,0.103,0.103,0.159,0.319,0.279,0.362,
2,0.103,0.104,0.103,0.1,0.103,0.103,0.103,0.103,0.159,0.319,0.279,0.362,
3,0.103,0.103,0.103,0.1,0.103,0.103,0.103,0.103,0.159,0.319,0.279,0.362,
4,0.103,0.103,0.103,0.1,0.103,0.103,0.103,0.103,0.159,0.319,0.279,0.362,
5,0.103,0.103,0.103,0.1,0.103,0.103,0.103,0.103,0.159,0.319,0.279,0.362,
6,0.103,0.103,0.103,0.1,0.103,0.103,0.103,0.103,0.159,0.319,0.279,0.362,
7,0.103,0.103,0.103,0.1,0.103,0.103,0.103,0.103,0.159,0.319,0.279,0.362,
8,0.103,0.103,0.103,0.1,0.103,0.103,0.103,0.103,0.159,0.319,0.279,0.362,
9,0.103,0.103,0.103,0.1,0.103,0.103,0.103,0.103,0.159,0.319,0.279,0.362,
10,0.103,0.103,0.103,0.1,0.103,0.103,0.103,0.103,0.159,0.319,0.279,0.362,
11,0.103,0.103,0.103,0.1,0.103,0.103,0.103,0.103,0.159,0.319,0.279,0.362,
12,0.103,0.103,0.103,0.1,0.103,0.103,0.103,0.103,0.159,0.319,0.279,0.362,
13,0.103,0.103,0.103,0.1,0.103,0.103,0.103,0.103,0.159,0.319,0.279,0.362,
14,0.103,0.103,0.103,0.1,0.103,0.103,0.103,0.103,0.159,0.319,0.279,0.362,
15,0.103,0.103,0.103,0.1,0.103,0.103,0.103,0.103,0.159,0.319,0.279,0.362,
16,0.103,0.103,0.103,0.1,0.103,0.103,0.103,0.103,0.159,0.319,0.279,0.362,
17,0.103,0.103,0.103,0.1,0.103,0.103,0.103,0.103,0.159,0.319,0.279,0.362,
18,0.103,0.103,0.103,0.1,0.103,0.103,0.103,0.103,0.159,0.319,0.279,0.362,
19,0.103,0.103,0.103,0.1,0.103,0.103,0.103,0.103,0.159,0.319,0.279,0.362,
20,0.103,0.103,0.103,0.1,0.103,0.103,0.103,0.103,0.159,0.319,0.279,0.362,
21,0.103,0.103,0.103,0.1,0.103,0.103,0.103,0.103,0.159,0.319,0.279,0.362,
22,0.103,0.103,0.103,0.1,0.103,0.103,0.103,0.103,0.159,0.319,0.279,0.362,
23,0.103,0.103,0.103,0.1,0.103,0.103,0.103,0.103,0.159,0.319,0.279,0.362,
24,0.103,0.103,0.103,0.1,0.103,0.103,0.103,0.103,0.159,0.319,0.279,0.362,
25,0.103,0.103,0.103,0.1,0.103,0.103,0.103,0.103,0.159,0.319,0.279,0.362,
26,0.103,0.103,0.103,0.1,0.103,0.103,0.103,0.103,0.159,0.319,0.279,0.362,
27,0.103,0.103,0.103,0.1,0.103,0.103,0.103,0.103,0.159,0.319,0.279,0.362,
28,0.103,0.103,0.103,0.1,0.103,0.103,0.103,0.103,0.159,0.319,0.279,0.362,
29,0.103,0.103,0.103,0.1,0.103,0.103,0.103,0.103,0.159,0.319,0.279,0.362,
30,0.103,0.103,0.103,0.1,0.103,0.103,0.103,0.103,0.159,0.319,0.279,0.362,
31,0.111,0.106,0.105,0.104,0.106,0.106,0.105,0.106,0.246,0.44,0.356,0.431,
32,0.111,0.106,0.105,0.104,0.105,0.106,0.105,0.106,0.246,0.44,0.356,0.431,
33,0.111,0.106,0.105,0.104,0.105,0.106,0.105,0.106,0.246,0.44,0.356,0.431,
34,0.111,0.106,0.105,0.104,0.105,0.106,0.105,0.106,0.246,0.44,0.356,0.431,
35,0.111,0.106,0.105,0.104,0.106,0.106,0.105,0.106,0.246,0.44,0.356,0.431,
36,0.111,0.106,0.105,0.104,0.106,0.106,0.105,0.106,0.246,0.44,0.356,0.431,
37,0.111,0.106,0.105,0.104,0.106,0.106,0.105,0.106,0.246,0.44,0.356,0.431,
38,0.111,0.106,0.105,0.104,0.106,0.106,0.105,0.106,0.246,0.44,0.356,0.431,
39,0.111,0.106,0.105,0.104,0.106,0.106,0.105,0.106,0.246,0.44,0.356,0.431,
40,0.111,0.106,0.105,0.104,0.106,0.106,0.105,0.106,0.246,0.44,0.356,0.431,
41,0.111,0.106,0.105,0.104,0.106,0.106,0.105,0.106,0.246,0.44,0.356,0.431,
42,0.111,0.106,0.105,0.104,0.106,0.106,0.105,0.106,0.246,0.44,0.356,0.431,
43,0.111,0.106,0.105,0.104,0.106,0.106,0.105,0.106,0.246,0.44,0.356,0.431,
44,0.111,0.106,0.105,0.104,0.106,0.106,0.105,0.106,0.246,0.44,0.356,0.431,
45,0.111,0.106,0.105,0.104,0.106,0.106,0.105,0.106,0.246,0.44,0.356,0.431,
46,0.111,0.106,0.105,0.104,0.106,0.106,0.105,0.106,0.246,0.44,0.356,0.431,
47,0.111,0.106,0.105,0.104,0.106,0.106,0.105,0.106,0.246,0.44,0.356,0.431,
48,0.111,0.106,0.105,0.104,0.106,0.106,0.105,0.106,0.246,0.44,0.356,0.431,
49,0.111,0.106,0.105,0.104,0.106,0.106,0.105,0.106,0.246,0.44,0.356,0.431,
50,0.111,0.106,0.105,0.104,0.106,0.106,0.105,0.106,0.246,0.44,0.356,0.431,
51,0.111,0.106,0.105,0.104,0.106,0.106,0.105,0.106,0.246,0.44,0.356,0.431,
52,0.111,0.106,0.105,0.104,0.106,0.106,0.105,0.106,0.246,0.44,0.356,0.431,
53,0.111,0.106,0.105,0.104,0.106,0.106,0.105,0.106,0.246,0.44,0.356,0.431,
54,0.111,0.106,0.105,0.104,0.106,0.106,0.105,0.106,0.246,0.44,0.356,0.431,
55,0.111,0.106,0.105,0.104,0.106,0.106,0.105,0.106,0.246,0.44,0.356,0.431,
56,0.111,0.106,0.105,0.104,0.106,0.106,0.105,0.106,0.246,0.44,0.356,0.431,
57,0.111,0.106,0.105,0.104,0.106,0.106,0.105,0.106,0.246,0.44,0.356,0.431,
58,0.111,0.106,0.105,0.104,0.106,0.106,0.105,0.106,0.246,0.44,0.356,0.431,
59,0.111,0.106,0.105,0.104,0.106,0.106,0.105,0.106,0.246,0.44,0.356,0.431,
60,0.111,0.106,0.105,0.104,0.106,0.106,0.105,0.106,0.246,0.44,0.356,0.431,
61,0.11,0.105,0.105,0.104,0.106,0.106,0.105,0.106,0.246,0.44,0.356,0.431,
62,0.11,0.105,0.105,0.104,0.106,0.106,0.105,0.106,0.246,0.44,0.356,0.431,
63,0.11,0.105,0.105,0.104,0.106,0.106,0.105,0.106,0.246,0.44,0.356,0.431,
64,0.11,0.105,0.105,0.104,0.106,0.106,0.105,0.106,0.246,0.44,0.356,0.431,
65,0.117,0.108,0.107,0.108,0.108,0.109,0.108,0.109,0.295,0.525,0.387,0.483,
66,0.117,0.108,0.107,0.108,0.108,0.109,0.108,0.109,0.295,0.525,0.387,0.483,
67,0.117,0.108,0.107,0.108,0.108,0.109,0.108,0.109,0.295,0.525,0.387,0.483,
68,0.117,0.108,0.107,0.108,0.108,0.109,0.108,0.109,0.295,0.525,0.387,0.483,
69,0.117,0.108,0.107,0.108,0.108,0.109,0.108,0.109,0.295,0.525,0.387,0.483,
70,0.117,0.108,0.107,0.108,0.108,0.109,0.108,0.109,0.295,0.525,0.387,0.483,
71,0.117,0.108,0.107,0.108,0.108,0.109,0.108,0.109,0.295,0.525,0.387,0.483,
72,0.117,0.108,0.107,0.108,0.108,0.109,0.108,0.109,0.295,0.525,0.387,0.483,
73,0.117,0.108,0.107,0.108,0.108,0.109,0.108,0.109,0.295,0.525,0.387,0.483,
74,0.117,0.108,0.107,0.108,0.108,0.109,0.108,0.109,0.295,0.525,0.387,0.483,
75,0.117,0.108,0.107,0.108,0.108,0.109,0.108,0.109,0.295,0.525,0.387,0.483,
76,0.117,0.108,0.107,0.108,0.108,0.109,0.108,0.109,0.295,0.525,0.387,0.483,
77,0.117,0.108,0.107,0.108,0.108,0.109,0.108,0.109,0.295,0.525,0.387,0.483,
78,0.117,0.108,0.107,0.108,0.108,0.109,0.108,0.109,0.295,0.525,0.387,0.483,
79,0.117,0.108,0.107,0.108,0.108,0.109,0.108,0.109,0.295,0.525,0.387,0.483,
80,0.117,0.108,0.107,0.108,0.108,0.109,0.108,0.109,0.295,0.525,0.387,0.483,
81,0.117,0.108,0.107,0.108,0.108,0.109,0.108,0.109,0.295,0.525,0.387,0.483,
82,0.117,0.108,0.107,0.108,0.108,0.109,0.108,0.109,0.295,0.525,0.387,0.483,
83,0.117,0.107,0.107,0.108,0.108,0.109,0.108,0.109,0.295,0.525,0.387,0.483,
84,0.117,0.107,0.107,0.108,0.108,0.109,0.108,0.109,0.295,0.525,0.387,0.483,
85,0.117,0.107,0.107,0.108,0.108,0.109,0.108,0.109,0.295,0.525,0.387,0.483,
86,0.117,0.107,0.107,0.108,0.108,0.109,0.108,0.109,0.295,0.525,0.387,0.483,
87,0.117,0.107,0.107,0.108,0.108,0.109,0.108,0.109,0.295,0.525,0.387,0.483,
88,0.117,0.107,0.107,0.108,0.108,0.109,0.108,0.109,0.295,0.525,0.387,0.483,
89,0.117,0.107,0.107,0.108,0.108,0.109,0.108,0.109,0.295,0.525,0.387,0.483,
90,0.117,0.107,0.107,0.108,0.108,0.109,0.108,0.109,0.295,0.525,0.387,0.483,
91,0.117,0.107,0.107,0.108,0.108,0.109,0.108,0.109,0.295,0.525,0.387,0.483,
92,0.117,0.107,0.107,0.108,0.108,0.109,0.108,0.109,0.295,0.525,0.387,0.483,
93,0.117,0.107,0.107,0.108,0.108,0.109,0.108,0.109,0.295,0.525,0.387,0.483,
94,0.117,0.107,0.107,0.108,0.108,0.109,0.108,0.109,0.295,0.525,0.387,0.483,
95,0.117,0.107,0.107,0.108,0.108,0.109,0.108,0.109,0.295,0.525,0.387,0.483,
96,0.117,0.107,0.107,0.108,0.108,0.109,0.108,0.109,0.295,0.525,0.387,0.483,
97,0.116,0.107,0.107,0.108,0.108,0.109,0.108,0.109,0.295,0.525,0.387,0.483,
98,0.116,0.107,0.107,0.108,0.108,0.109,0.108,0.109,0.295,0.525,0.387,0.483,
99,0.124,0.11,0.109,0.111,0.111,0.112,0.112,0.112,0.332,0.565,0.412,0.509,
100,0.124,0.11,0.109,0.111,0.111,0.112,0.112,0.112,0.332,0.565,0.412,0.509,
101,0.124,0.11,0.109,0.111,0.111,0.112,0.112,0.112,0.332,0.565,0.412,0.509,
102,0.124,0.11,0.109,0.111,0.111,0.112,0.112,0.112,0.332,0.565,0.412,0.509,
103,0.124,0.11,0.109,0.111,0.111,0.112,0.112,0.112,0.332,0.565,0.412,0.509,
