ts,A,CTX,x,US,S"1,S"2,H1,H2,M"1,M"2,D,R*,CR
141,0.0,0.7,0.0,0.0,0.013,0.013,0.006,0.006,0.006,0.006,0.006,0.006,0.0,
142,0.0,0.7,0.0,0.0,0.016,0.016,0.006,0.006,0.006,0.007,0.008,0.006,0.0,
143,0.0,0.7,0.0,0.0,0.016,0.013,0.006,0.007,0.006,0.007,0.006,0.006,0.0,
144,0.0,0.7,0.0,0.0,0.016,0.013,0.006,0.006,0.007,0.006,0.008,0.006,0.0,
145,0.0,0.7,0.0,0.0,0.013,0.013,0.006,0.006,0.006,0.007,0.006,0.008,0.0,
146,0.0,0.7,0.0,0.0,0.013,0.013,0.006,0.006,0.006,0.006,0.008,0.006,0.0,
147,0.0,0.7,0.0,0.0,0.013,0.013,0.006,0.007,0.006,0.006,0.006,0.006,0.0,
148,0.0,0.7,0.0,0.0,0.013,0.016,0.006,0.006,0.007,0.006,0.006,0.006,0.0,
149,0.0,0.7,0.0,0.0,0.016,0.013,0.007,0.006,0.007,0.006,0.008,0.008,0.0,
150,0.0,0.7,0.0,0.0,0.013,0.013,0.007,0.006,0.007,0.006,0.006,0.008,0.0,
151,0.0,0.7,0.0,0.0,0.016,0.013,0.006,0.006,0.006,0.006,0.006,0.006,0.0,
152,0.0,0.7,0.0,0.0,0.016,0.013,0.006,0.006,0.006,0.007,0.006,0.008,0.0,
153,0.0,0.7,0.0,0.0,0.013,0.013,0.006,0.007,0.006,0.007,0.006,0.008,0.0,
154,1.0,0.7,0.9,0.0,0.042,0.033,0.006,0.007,0.006,0.006,0.006,0.008,0.0,
155,1.0,0.7,0.9,0.0,0.044,0.04,0.006,0.006,0.006,0.006,0.006,0.008,0.0,
156,1.0,0.7,0.7,0.0,0.044,0.027,0.006,0.006,0.006,0.006,0.006,0.006,0.0,
157,1.0,0.7,0.5,0.0,0.044,0.022,0.006,0.006,0.006,0.008,0.006,0.006,0.0,
158,1.0,0.7,0.2,0.0,0.036,0.016,0.008,0.006,0.006,0.008,0.008,0.008,0.0,
159,1.0,0.7,0.3,1.0,0.036,0.018,0.006,0.006,0.008,0.008,1.0,1.0,0.0,
160,0.0,0.7,0.0,0.0,0.019,0.013,0.006,0.006,0.008,0.006,0.006,0.006,0.0,
161,0.0,0.7,0.0,0.0,0.013,0.013,0.006,0.006,0.006,0.007,0.006,0.006,0.0,
162,0.0,0.7,0.0,0.0,0.013,0.013,0.007,0.006,0.006,0.007,0.006,0.006,0.0,
163,0.0,0.7,0.0,0.0,0.016,0.013,0.006,0.007,0.006,0.006,0.006,0.006,0.0,
164,0.0,0.7,0.0,0.0,0.016,0.013,0.006,0.006,0.006,0.007,0.006,0.006,0.0,
165,0.0,0.7,0.0,0.0,0.013,0.013,0.007,0.007,0.006,0.007,0.006,0.006,0.0,
166,0.0,0.7,0.0,0.0,0.013,0.013,0.006,0.007,0.006,0.006,0.006,0.006,0.0,
167,0.0,0.7,0.0,0.0,0.013,0.013,0.006,0.006,0.006,0.006,0.006,0.006,0.0,
168,0.0,0.7,0.0,0.0,0.013,0.013,0.006,0.006,0.007,0.006,0.008,0.006,0.0,
169,0.0,0.7,0.0,0.0,0.013,0.013,0.006,0.006,0.007,0.007,0.006,0.006,0.0,
170,0.0,0.7,0.0,0.0,0.013,0.013,0.007,0.006,0.006,0.006,0.006,0.006,0.0,
171,0.0,0.7,0.0,0.0,0.016,0.016,0.006,0.006,0.006,0.006,0.006,0.008,0.0,
172,0.0,0.7,0.0,0.0,0.016,0.016,0.007,0.006,0.007,0.006,0.006,0.006,0.0,
173,0.0,0.7,0.0,0.0,0.013,0.013,0.006,0.006,0.006,0.007,0.008,0.008,0.0,
174,0.0,0.7,0.0,0.0,0.016,0.013,0.007,0.006,0.006,0.006,0.006,0.006,0.0,
175,0.0,0.7,0.0,0.0,0.013,0.013,0.007,0.006,0.006,0.006,0.006,0.006,0.0,
176,0.0,0.7,0.0,0.0,0.013,0.013,0.007,0.006,0.006,0.006,0.008,0.008,0.0,
177,0.0,0.7,0.0,0.0,0.016,0.013,0.006,0.006,0.007,0.006,0.006,0.008,0.0,
178,0.0,0.7,0.0,0.0,0.016,0.013,0.007,0.006,0.006,0.006,0.006,0.006,0.0,
179,0.0,0.7,0.0,0.0,0.013,0.013,0.007,0.007,0.006,0.006,0.008,0.006,0.0,
180,0.0,0.7,0.0,0.0,0.013,0.013,0.006,0.006,0.006,0.006,0.008,0.006,0.0,
181,0.0,0.7,0.0,0.0,0.013,0.013,0.006,0.007,0.006,0.006,0.006,0.006,0.0,
182,0.0,0.7,0.0,0.0,0.013,0.013,0.006,0.007,0.006,0.007,0.006,0.006,0.0,
183,0.0,0.7,0.0,0.0,0.013,0.013,0.007,0.006,0.006,0.007,0.006,0.006,0.0,
184,0.0,0.7,0.0,0.0,0.013,0.013,0.006,0.006,0.006,0.006,0.006,0.006,0.0,
185,0.0,0.7,0.0,0.0,0.013,0.013,0.006,0.006,0.006,0.007,0.006,0.006,0.0,
186,0.0,0.7,0.0,0.0,0.013,0.013,0.006,0.007,0.006,0.006,0.008,0.008,0.0,
187,0.0,0.7,0.0,0.0,0.016,0.013,0.007,0.007,0.006,0.006,0.006,0.006,0.0,
188,0.0,0.7,0.3,0.0,0.013,0.018,0.006,0.006,0.006,0.006,0.006,0.006,0.0,
189,1.0,0.7,0.9,0.0,0.04,0.034,0.008,0.008,0.008,0.006,0.006,0.006,0.0,
190,1.0,0.7,0.6,0.0,0.048,0.025,0.008,0.006,0.006,0.006,0.008,0.006,0.0,
191,1.0,0.7,0.3,0.0,0.04,0.023,0.006,0.006,0.008,0.006,0.008,0.006,0.0,
192,1.0,0.7,0.3,0.0,0.04,0.022,0.008,0.008,0.006,0.006,0.006,0.006,0.0,
193,1.0,0.7,0.5,1.0,0.048,0.022,0.006,0.008,0.006,0.008,1.0,1.0,0.0,
194,0.0,0.7,0.0,0.0,0.02,0.014,0.008,0.006,0.006,0.006,0.006,0.006,0.0,
195,0.0,0.7,0.0,0.0,0.014,0.014,0.006,0.006,0.006,0.007,0.006,0.006,0.0,
196,0.0,0.7,0.0,0.0,0.014,0.014,0.006,0.006,0.006,0.007,0.006,0.006,0.0,
197,0.0,0.7,0.0,0.0,0.014,0.014,0.006,0.006,0.006,0.006,0.006,0.006,0.0,
198,0.0,0.7,0.0,0.0,0.014,0.017,0.007,0.006,0.006,0.006,0.008,0.008,0.0,
199,0.0,0.7,0.0,0.0,0.014,0.014,0.006,0.006,0.006,0.006,0.008,0.006,0.0,
