ts,A,CTX,x,US,S"1,S"2,H1,H2,M"1,M"2,D,R*,CR
250,1.0,0.4,1.0,1.0,0.416,0.329,0.014,0.012,0.014,0.012,1.0,1.0,0.0,
251,1.0,0.4,1.0,1.0,0.596,0.473,0.018,0.015,0.015,0.015,1.0,1.0,0.0,
252,1.0,0.4,1.0,0.0,0.605,0.482,0.022,0.017,0.022,0.016,0.007,0.007,0.0,
253,1.0,0.4,1.0,0.0,0.537,0.433,0.019,0.015,0.019,0.018,0.007,0.007,0.0,
254,0.4,0.4,0.1,0.0,0.069,0.02,0.023,0.015,0.019,0.006,0.009,0.007,0.0,
255,0.0,0.4,0.0,0.0,0.023,0.014,0.006,0.006,0.006,0.006,0.006,0.008,0.0,
256,0.0,0.4,0.0,0.0,0.014,0.017,0.006,0.006,0.006,0.006,0.006,0.006,0.0,
257,0.0,0.4,0.0,1.0,0.017,0.014,0.006,0.008,0.006,0.006,1.0,1.0,0.0,
258,1.0,0.4,1.0,0.0,0.513,0.41,0.018,0.015,0.006,0.017,0.006,0.008,0.0,
259,1.0,0.4,1.0,0.0,0.539,0.369,0.023,0.015,0.019,0.014,0.007,0.007,0.0,
260,1.0,0.4,1.0,0.0,0.54,0.399,0.02,0.017,0.019,0.017,0.007,0.007,0.0,
261,1.0,0.4,1.0,0.0,0.541,0.397,0.02,0.017,0.019,0.014,0.007,0.007,0.0,
262,1.0,0.4,1.0,0.0,0.482,0.304,0.024,0.012,0.017,0.011,0.007,0.007,0.0,
263,1.0,0.4,1.0,1.0,0.48,0.361,0.021,0.013,0.017,0.014,1.0,1.0,0.0,
264,1.0,0.4,1.0,1.0,0.666,0.519,0.018,0.019,0.017,0.013,1.0,1.0,0.0,
265,0.9,0.4,0.4,1.0,0.567,0.071,0.027,0.007,0.021,0.007,1.0,1.0,0.0,
266,0.0,0.4,0.0,0.0,0.015,0.015,0.006,0.006,0.009,0.007,0.007,0.007,0.0,
267,0.0,0.4,0.0,0.0,0.015,0.015,0.006,0.008,0.006,0.006,0.008,0.008,0.0,
268,0.0,0.4,0.0,0.0,0.015,0.018,0.006,0.006,0.006,0.006,0.006,0.006,0.0,
269,1.0,0.4,1.0,0.0,0.653,0.504,0.006,0.008,0.025,0.006,0.007,0.007,0.0,
270,1.0,0.4,1.0,1.0,0.601,0.529,0.023,0.019,0.028,0.019,1.0,1.0,0.0,
271,1.0,0.4,1.0,0.0,0.777,0.712,0.037,0.02,0.035,0.024,0.01,0.008,0.0,
272,1.0,0.4,1.0,0.0,0.785,0.718,0.038,0.031,0.043,0.035,0.009,0.008,0.0,
273,1.0,0.4,1.0,0.0,0.704,0.72,0.031,0.031,0.03,0.029,0.011,0.009,0.0,
274,1.0,0.4,1.0,0.0,0.702,0.72,0.038,0.031,0.03,0.029,0.008,0.008,0.0,
275,1.0,0.4,1.0,0.0,0.703,0.641,0.031,0.031,0.03,0.029,0.008,0.008,0.0,
276,1.0,0.4,0.5,1.0,0.704,0.11,0.038,0.032,0.03,0.03,1.0,1.0,0.0,
277,0.0,0.4,0.0,1.0,0.016,0.015,0.035,0.008,0.006,0.008,1.0,1.0,0.0,
278,0.0,0.4,0.0,1.0,0.016,0.015,0.006,0.006,0.008,0.006,1.0,1.0,0.0,
279,0.0,0.4,0.0,0.0,0.019,0.018,0.006,0.006,0.006,0.006,0.006,0.006,0.0,
280,1.0,0.4,1.0,0.0,0.835,0.576,0.006,0.027,0.006,0.026,0.007,0.007,0.0,
281,1.0,0.4,1.0,0.0,0.774,0.604,0.053,0.031,0.042,0.028,0.007,0.007,0.0,
282,1.0,0.4,1.0,0.0,0.779,0.605,0.051,0.031,0.045,0.024,0.009,0.008,0.0,
283,1.0,0.4,1.0,0.0,0.779,0.606,0.051,0.026,0.038,0.024,0.009,0.008,0.0,
284,1.0,0.4,1.0,1.0,0.698,0.607,0.034,0.026,0.038,0.024,1.0,1.0,0.0,
285,1.0,0.4,1.0,0.0,0.842,0.775,0.053,0.049,0.058,0.031,0.008,0.008,0.0,
286,1.0,0.4,1.0,0.0,0.847,0.78,0.053,0.042,0.048,0.038,0.012,0.009,0.0,
287,1.0,0.4,0.6,0.0,0.848,0.344,0.066,0.014,0.059,0.014,0.01,0.011,0.0,
288,0.0,0.4,0.0,0.0,0.1,0.047,0.008,0.017,0.008,0.014,0.01,0.009,0.0,
289,0.0,0.4,0.0,0.0,0.016,0.016,0.006,0.009,0.006,0.009,0.008,0.008,0.0,
290,0.0,0.4,0.0,1.0,0.016,0.016,0.006,0.006,0.006,0.006,1.0,1.0,0.0,
291,1.0,0.4,1.0,1.0,0.836,0.767,0.054,0.006,0.048,0.008,1.0,1.0,0.0,
292,1.0,0.4,1.0,1.0,0.854,0.706,0.054,0.04,0.058,0.033,1.0,1.0,0.0,
293,1.0,0.4,1.0,0.0,0.779,0.709,0.046,0.036,0.041,0.032,0.01,0.009,0.0,
294,1.0,0.4,1.0,0.0,0.695,0.631,0.056,0.03,0.041,0.027,0.009,0.011,0.0,
295,1.0,0.4,1.0,0.0,0.694,0.628,0.037,0.036,0.041,0.027,0.009,0.008,0.0,
296,1.0,0.4,1.0,0.0,0.697,0.63,0.046,0.029,0.033,0.033,0.008,0.01,0.0,
297,1.0,0.4,1.0,0.0,0.699,0.631,0.038,0.03,0.033,0.027,0.008,0.008,0.0,
298,1.0,0.4,0.8,1.0,0.701,0.37,0.038,0.029,0.04,0.033,1.0,1.0,0.0,
299,0.0,0.4,0.0,0.0,0.085,0.016,0.042,0.006,0.037,0.015,0.009,0.009,0.0,
300,0.0,0.4,0.0,0.0,0.016,0.016,0.008,0.006,0.011,0.006,0.01,0.008,0.0,
301,0.0,0.4,0.0,0.0,0.016,0.019,0.008,0.006,0.006,0.006,0.006,0.008,0.0,
302,1.0,0.4,1.0,0.0,0.829,0.662,0.006,0.034,0.008,0.008,0.006,0.006,0.0,
303,1.0,0.4,1.0,0.0,0.843,0.689,0.059,0.034,0.05,0.033,0.011,0.008,0.0,
304,1.0,0.4,1.0,1.0,0.849,0.69,0.075,0.037,0.063,0.033,1.0,1.0,0.0,
305,1.0,0.4,1.0,1.0,0.914,0.831,0.091,0.058,0.064,0.052,1.0,1.0,0.0,
306,1.0,0.4,1.0,1.0,0.916,0.836,0.092,0.059,0.09,0.051,1.0,1.0,0.0,
307,1.0,0.4,1.0,0.0,0.856,0.759,0.09,0.059,0.073,0.053,0.016,0.012,0.0,
308,1.0,0.4,1.0,0.0,0.78,0.676,0.077,0.038,0.064,0.042,0.012,0.011,0.0,
309,1.0,0.4,1.0,0.0,0.779,0.675,0.074,0.038,0.05,0.042,0.011,0.012,0.0,
310,0.0,0.4,0.0,0.0,0.016,0.081,0.006,0.008,0.05,0.007,0.009,0.009,0.0,
311,0.0,0.4,0.0,1.0,0.016,0.015,0.006,0.006,0.006,0.008,1.0,1.0,0.0,
312,0.0,0.4,0.0,0.0,0.019,0.019,0.006,0.006,0.006,0.006,0.008,0.006,0.0,
313,1.0,0.4,1.0,0.0,0.762,0.575,0.059,0.033,0.006,0.008,0.006,0.006,0.0,
314,1.0,0.4,1.0,0.0,0.787,0.604,0.059,0.029,0.058,0.03,0.006,0.007,0.0,
315,1.0,0.4,1.0,0.0,0.706,0.605,0.061,0.032,0.051,0.035,0.009,0.009,0.0,
316,1.0,0.4,1.0,0.0,0.705,0.606,0.049,0.032,0.041,0.029,0.009,0.009,0.0,
317,1.0,0.4,1.0,0.0,0.707,0.539,0.05,0.027,0.041,0.024,0.011,0.01,0.0,
318,1.0,0.4,1.0,1.0,0.707,0.537,0.061,0.026,0.041,0.029,1.0,1.0,0.0,
319,1.0,0.4,1.0,1.0,0.849,0.712,0.088,0.045,0.067,0.047,1.0,1.0,0.0,
320,1.0,0.4,1.0,0.0,0.854,0.721,0.109,0.056,0.067,0.041,0.011,0.012,0.0,
321,0.0,0.4,0.0,0.0,0.015,0.016,0.006,0.046,0.006,0.006,0.006,0.006,0.0,
322,0.0,0.4,0.0,0.0,0.019,0.016,0.006,0.006,0.006,0.006,0.008,0.006,0.0,
323,0.0,0.4,0.0,0.0,0.015,0.019,0.008,0.006,0.006,0.006,0.006,0.008,0.0,
324,0.0,0.4,0.0,0.0,0.019,0.016,0.006,0.006,0.008,0.006,0.006,0.006,0.0,
325,1.0,0.4,1.0,1.0,0.759,0.615,0.006,0.034,0.051,0.006,1.0,1.0,0.0,
326,1.0,0.4,1.0,0.0,0.882,0.799,0.097,0.037,0.083,0.031,0.011,0.012,0.0,
327,1.0,0.4,1.0,0.0,0.889,0.806,0.099,0.064,0.083,0.051,0.012,0.012,0.0,
328,1.0,0.4,1.0,0.0,0.889,0.809,0.101,0.065,0.099,0.051,0.012,0.012,0.0,
329,1.0,0.4,1.0,0.0,0.889,0.809,0.101,0.065,0.079,0.051,0.014,0.015,0.0,
330,1.0,0.4,1.0,0.0,0.889,0.809,0.101,0.065,0.08,0.051,0.012,0.011,0.0,
331,1.0,0.4,1.0,1.0,0.821,0.73,0.1,0.078,0.08,0.062,1.0,1.0,0.0,
332,1.0,0.4,0.9,1.0,0.906,0.772,0.104,0.084,0.12,0.065,1.0,1.0,0.0,
333,0.0,0.4,0.0,1.0,0.106,0.017,0.16,0.07,0.1,0.054,1.0,1.0,0.0,
334,0.0,0.4,0.0,0.0,0.016,0.017,0.009,0.006,0.02,0.006,0.007,0.007,0.0,
335,0.0,0.4,0.0,0.0,0.016,0.017,0.006,0.006,0.006,0.006,0.007,0.006,0.0,
336,1.0,0.4,1.0,0.0,0.898,0.844,0.135,0.008,0.006,0.065,0.007,0.006,0.0,
337,1.0,0.4,1.0,0.0,0.913,0.857,0.176,0.087,0.113,0.078,0.008,0.009,0.0,
338,1.0,0.4,1.0,0.0,0.915,0.863,0.151,0.111,0.099,0.066,0.015,0.018,0.0,
339,1.0,0.4,1.0,1.0,0.916,0.866,0.184,0.096,0.12,0.081,1.0,1.0,0.0,
340,1.0,0.4,1.0,0.0,0.945,0.92,0.27,0.168,0.162,0.098,0.025,0.019,0.0,
341,1.0,0.4,1.0,0.0,0.946,0.922,0.311,0.147,0.172,0.096,0.025,0.021,0.0,
342,1.0,0.4,1.0,0.0,0.947,0.922,0.322,0.178,0.167,0.094,0.031,0.021,0.0,
343,1.0,0.4,1.0,0.0,0.947,0.923,0.326,0.151,0.167,0.115,0.026,0.023,0.0,
344,0.0,0.4,0.0,0.0,0.016,0.018,0.006,0.006,0.022,0.006,0.02,0.023,0.0,
345,0.0,0.4,0.0,1.0,0.02,0.018,0.007,0.006,0.008,0.008,1.0,1.0,0.0,
346,0.0,0.4,0.0,1.0,0.02,0.022,0.007,0.007,0.006,0.006,1.0,1.0,0.0,
347,1.0,0.4,1.0,1.0,0.892,0.917,0.213,0.152,0.008,0.006,1.0,1.0,0.0,
348,1.0,0.4,1.0,0.0,0.911,0.928,0.275,0.191,0.114,0.103,0.016,0.017,0.0,
349,1.0,0.4,1.0,0.0,0.85,0.874,0.228,0.163,0.098,0.08,0.015,0.016,0.0,
350,1.0,0.4,1.0,0.0,0.853,0.875,0.192,0.162,0.117,0.079,0.017,0.014,0.0,
351,1.0,0.4,1.0,0.0,0.856,0.875,0.233,0.162,0.097,0.079,0.017,0.014,0.0,
352,1.0,0.4,1.0,1.0,0.86,0.804,0.201,0.128,0.096,0.079,1.0,1.0,0.0,
353,1.0,0.4,1.0,1.0,0.923,0.896,0.334,0.163,0.123,0.103,1.0,1.0,0.0,
354,1.0,0.4,1.0,0.0,0.927,0.899,0.439,0.223,0.147,0.121,0.023,0.018,0.0,
355,0.0,0.4,0.0,0.0,0.016,0.017,0.401,0.217,0.006,0.119,0.009,0.026,0.0,
356,0.0,0.4,0.0,0.0,0.016,0.017,0.007,0.006,0.006,0.006,0.006,0.006,0.0,
357,0.0,0.4,0.0,0.0,0.019,0.017,0.007,0.008,0.006,0.006,0.006,0.006,0.0,
358,1.0,0.4,1.0,0.0,0.86,0.818,0.306,0.138,0.006,0.087,0.006,0.006,0.0,
359,1.0,0.4,1.0,1.0,0.892,0.845,0.406,0.157,0.126,0.083,1.0,1.0,0.0,
360,1.0,0.4,1.0,1.0,0.929,0.909,0.63,0.298,0.201,0.145,1.0,1.0,0.0,
361,1.0,0.4,1.0,1.0,0.935,0.915,0.697,0.332,0.217,0.147,1.0,1.0,0.0,
362,1.0,0.4,1.0,0.0,0.937,0.916,0.723,0.342,0.176,0.142,0.038,0.033,0.0,
363,1.0,0.4,1.0,0.0,0.886,0.857,0.576,0.265,0.175,0.095,0.032,0.021,0.0,
364,1.0,0.4,1.0,0.0,0.894,0.861,0.613,0.223,0.165,0.113,0.024,0.022,0.0,
365,1.0,0.4,1.0,0.0,0.895,0.864,0.624,0.232,0.134,0.093,0.019,0.027,0.0,
366,0.0,0.4,0.0,1.0,0.105,0.017,0.626,0.277,0.009,0.091,1.0,1.0,0.0,
367,0.0,0.4,0.0,0.0,0.017,0.017,0.067,0.007,0.008,0.017,0.007,0.007,0.0,
368,0.0,0.4,0.0,0.0,0.02,0.017,0.007,0.007,0.006,0.008,0.007,0.007,0.0,
369,1.0,0.4,1.0,0.0,0.889,0.853,0.009,0.007,0.131,0.006,0.006,0.008,0.0,
370,1.0,0.4,1.0,0.0,0.899,0.793,0.828,0.317,0.131,0.123,0.021,0.02,0.0,
371,1.0,0.4,1.0,0.0,0.933,0.83,0.924,0.427,0.158,0.126,0.025,0.028,0.0,
372,1.0,0.4,1.0,1.0,0.936,0.842,0.947,0.469,0.174,0.13,1.0,1.0,0.0,
373,1.0,0.4,1.0,1.0,0.952,0.909,0.976,0.652,0.27,0.17,1.0,1.0,0.0,
374,1.0,0.4,1.0,1.0,0.953,0.917,0.977,0.789,0.259,0.176,1.0,1.0,0.0,
375,1.0,0.4,1.0,0.0,0.91,0.921,0.93,0.816,0.214,0.17,0.052,0.053,0.0,
376,1.0,0.4,1.0,0.0,0.848,0.864,0.876,0.668,0.2,0.167,0.045,0.035,0.0,
377,0.0,0.4,0.0,0.0,0.016,0.017,0.821,0.007,0.006,0.022,0.035,0.033,0.0,
378,0.0,0.4,0.0,0.0,0.016,0.017,0.007,0.007,0.006,0.006,0.007,0.006,0.0,
379,0.0,0.4,0.0,1.0,0.016,0.017,0.007,0.008,0.006,0.008,1.0,1.0,0.0,
380,1.0,0.4,0.9,0.0,0.838,0.779,0.799,0.007,0.006,0.1,0.008,0.006,0.0,
381,1.0,0.4,1.0,0.0,0.853,0.874,0.832,0.542,0.149,0.134,0.025,0.01,0.0,
382,1.0,0.4,1.0,0.0,0.857,0.907,0.838,0.823,0.134,0.162,0.026,0.023,0.0,
383,1.0,0.4,1.0,0.0,0.858,0.918,0.843,0.866,0.132,0.177,0.029,0.032,0.0,
384,1.0,0.4,1.0,0.0,0.858,0.92,0.845,0.882,0.132,0.148,0.024,0.023,0.0,
385,1.0,0.4,1.0,1.0,0.784,0.92,0.774,0.884,0.128,0.144,1.0,1.0,0.0,
386,1.0,0.4,1.0,1.0,0.89,0.944,0.922,0.952,0.221,0.216,1.0,1.0,0.0,
387,1.0,0.4,1.0,1.0,0.899,0.945,0.935,0.963,0.22,0.246,1.0,1.0,0.0,
388,0.0,0.4,0.0,0.0,0.017,0.018,0.1,0.007,0.173,0.006,0.048,0.051,0.0,
389,0.0,0.4,0.0,0.0,0.02,0.018,0.007,0.007,0.006,0.006,0.019,0.02,0.0,
390,0.0,0.4,0.0,0.0,0.02,0.018,0.007,0.007,0.007,0.006,0.006,0.009,0.0,
391,1.0,0.4,1.0,0.0,0.89,0.94,0.007,0.958,0.168,0.006,0.006,0.013,0.0,
392,1.0,0.4,1.0,1.0,0.836,0.956,0.924,0.978,0.166,0.209,1.0,1.0,0.0,
393,1.0,0.4,1.0,0.0,0.946,0.956,0.965,0.982,0.19,0.352,0.033,0.092,0.0,
394,1.0,0.4,1.0,0.0,0.957,0.916,0.99,0.944,0.312,0.331,0.066,0.079,0.0,
395,1.0,0.4,1.0,0.0,0.958,0.919,0.99,0.947,0.324,0.299,0.121,0.125,0.0,
396,1.0,0.4,1.0,0.0,0.958,0.921,0.99,0.95,0.335,0.259,0.137,0.112,0.0,
397,1.0,0.4,1.0,0.0,0.958,0.922,0.99,0.951,0.339,0.263,0.109,0.113,0.0,
398,0.0,0.4,0.0,1.0,0.017,0.017,0.106,0.007,0.006,0.245,1.0,1.0,0.0,
399,0.0,0.4,0.0,1.0,0.017,0.017,0.007,0.008,0.006,0.034,1.0,1.0,0.0,
400,0.0,0.4,0.0,1.0,0.017,0.017,0.007,0.007,0.006,0.007,1.0,1.0,0.0,
401,1.0,0.4,0.9,0.0,0.911,0.766,0.007,0.008,0.006,0.234,0.006,0.006,0.0,
402,1.0,0.4,1.0,0.0,0.861,0.807,0.943,0.726,0.226,0.199,0.048,0.018,0.0,
403,1.0,0.4,1.0,0.0,0.921,0.882,0.964,0.926,0.196,0.277,0.06,0.066,0.0,
404,1.0,0.4,1.0,0.0,0.922,0.894,0.98,0.935,0.283,0.356,0.061,0.086,0.0,
405,1.0,0.4,1.0,1.0,0.923,0.895,0.98,0.942,0.287,0.376,1.0,1.0,0.0,
406,1.0,0.4,1.0,0.0,0.945,0.933,0.984,0.966,0.468,0.567,0.217,0.536,0.536,
407,1.0,0.4,1.0,0.0,0.899,0.881,0.969,0.949,0.361,0.56,0.309,0.342,0.0,
408,1.0,0.4,1.0,0.0,0.904,0.887,0.957,0.929,0.391,0.44,0.283,0.294,0.0,
409,0.0,0.4,0.0,0.0,0.106,0.017,0.014,0.881,0.01,0.007,0.272,0.277,0.0,
410,0.0,0.4,0.0,0.0,0.021,0.02,0.007,0.007,0.007,0.007,0.006,0.033,0.0,
411,0.0,0.4,0.0,1.0,0.017,0.017,0.008,0.009,0.007,0.007,1.0,1.0,0.0,
412,1.0,0.4,1.0,1.0,0.831,0.804,0.855,0.783,0.239,0.007,1.0,1.0,0.0,
413,1.0,0.4,1.0,1.0,0.903,0.886,0.955,0.871,0.337,0.449,1.0,1.0,0.0,
414,1.0,0.4,1.0,0.0,0.908,0.892,0.959,0.937,0.318,0.436,0.142,0.195,0.0,
415,1.0,0.4,1.0,0.0,0.846,0.825,0.877,0.828,0.293,0.322,0.135,0.181,0.0,
416,1.0,0.4,1.0,0.0,0.851,0.834,0.886,0.845,0.231,0.301,0.111,0.114,0.0,
417,1.0,0.4,1.0,0.0,0.776,0.757,0.728,0.667,0.214,0.218,0.057,0.055,0.0,
418,1.0,0.4,1.0,1.0,0.788,0.772,0.736,0.702,0.131,0.178,1.0,1.0,0.0,
419,1.0,0.4,1.0,0.0,0.874,0.87,0.917,0.809,0.172,0.233,0.042,0.049,0.0,
420,0.0,0.4,0.0,0.0,0.018,0.016,0.921,0.852,0.007,0.007,0.036,0.048,0.0,
421,0.0,0.4,0.0,0.0,0.018,0.02,0.007,0.007,0.007,0.007,0.006,0.006,0.0,
422,1.0,0.4,0.7,0.0,0.867,0.427,0.908,0.153,0.008,0.049,0.006,0.006,0.0,
423,1.0,0.4,1.0,0.0,0.921,0.801,0.95,0.167,0.289,0.048,0.007,0.025,0.0,
424,1.0,0.4,1.0,1.0,0.923,0.81,0.97,0.782,0.24,0.24,1.0,1.0,0.0,
425,1.0,0.4,1.0,1.0,0.945,0.926,0.98,0.972,0.447,0.554,1.0,1.0,0.0,
426,1.0,0.4,1.0,1.0,0.945,0.932,0.984,0.976,0.411,0.504,1.0,1.0,0.0,
427,1.0,0.4,1.0,0.0,0.945,0.932,0.984,0.976,0.369,0.453,0.274,0.245,0.0,
428,1.0,0.4,1.0,0.0,0.899,0.88,0.963,0.923,0.334,0.349,0.157,0.216,0.0,
429,1.0,0.4,1.0,0.0,0.834,0.809,0.9,0.868,0.221,0.254,0.054,0.044,0.0,
430,0.0,0.4,0.0,0.0,0.017,0.016,0.096,0.715,0.006,0.234,0.019,0.05,0.0,
431,0.0,0.4,0.0,1.0,0.021,0.016,0.009,0.007,0.008,0.006,1.0,1.0,0.0,
432,0.0,0.4,0.0,0.0,0.017,0.017,0.007,0.007,0.007,0.008,0.006,0.006,0.0,
433,1.0,0.4,0.7,0.0,0.736,0.362,0.608,0.078,0.006,0.031,0.007,0.008,0.0,
434,1.0,0.4,1.0,0.0,0.828,0.725,0.831,0.078,0.134,0.038,0.007,0.007,0.0,
435,1.0,0.4,1.0,0.0,0.85,0.656,0.856,0.447,0.191,0.16,0.022,0.013,0.0,
436,1.0,0.4,1.0,0.0,0.854,0.721,0.879,0.618,0.21,0.169,0.036,0.031,0.0,
437,1.0,0.4,1.0,1.0,0.857,0.751,0.885,0.696,0.18,0.188,1.0,1.0,0.0,
438,1.0,0.4,1.0,1.0,0.913,0.854,0.938,0.796,0.348,0.353,1.0,1.0,0.0,
439,1.0,0.4,1.0,1.0,0.915,0.863,0.963,0.914,0.33,0.29,1.0,1.0,0.0,
440,1.0,0.4,1.0,0.0,0.916,0.872,0.964,0.92,0.303,0.322,0.124,0.103,0.0,
441,0.0,0.4,0.0,0.0,0.109,0.017,0.111,0.098,0.038,0.007,0.106,0.087,0.0,
442,0.0,0.4,0.0,0.0,0.018,0.017,0.015,0.007,0.01,0.007,0.007,0.017,0.0,
443,0.0,0.4,0.0,0.0,0.018,0.021,0.007,0.007,0.007,0.007,0.008,0.006,0.0,
444,1.0,0.4,1.0,1.0,0.847,0.784,0.878,0.768,0.185,0.208,1.0,1.0,0.0,
445,1.0,0.4,1.0,0.0,0.942,0.925,0.964,0.976,0.303,0.47,0.085,0.037,0.0,
446,1.0,0.4,1.0,0.0,0.951,0.944,0.987,0.982,0.333,0.455,0.161,0.209,0.0,
447,1.0,0.4,1.0,0.0,0.951,0.944,0.988,0.985,0.347,0.473,0.203,0.203,0.0,
448,1.0,0.4,1.0,0.0,0.952,0.944,0.988,0.985,0.417,0.485,0.213,0.33,0.0,
449,1.0,0.4,1.0,0.0,0.952,0.944,0.988,0.985,0.42,0.489,0.266,0.336,0.0,
450,1.0,0.4,1.0,1.0,0.952,0.945,0.989,0.985,0.434,0.504,1.0,1.0,0.0,
451,0.0,0.4,0.0,1.0,0.02,0.02,0.989,0.007,0.618,0.007,1.0,1.0,0.0,
452,0.0,0.4,0.0,1.0,0.02,0.02,0.007,0.007,0.007,0.007,1.0,1.0,0.0,
453,0.0,0.4,0.0,0.0,0.025,0.02,0.008,0.007,0.007,0.007,0.032,0.006,0.0,
454,0.8,0.4,0.5,0.0,0.834,0.388,0.962,0.007,0.436,0.007,0.087,0.036,0.0,
455,1.0,0.4,1.0,0.0,0.958,0.949,0.967,0.23,0.47,0.687,0.127,0.05,0.0,
456,1.0,0.4,1.0,0.0,0.958,0.954,0.99,0.987,0.646,0.723,0.741,0.765,0.765,
457,1.0,0.4,1.0,1.0,0.96,0.959,0.991,0.99,0.805,0.854,1.0,1.0,0.0,
458,1.0,0.4,1.0,0.0,0.96,0.922,0.991,0.976,0.856,0.894,0.964,0.951,0.951,
459,1.0,0.4,1.0,0.0,0.922,0.865,0.968,0.933,0.734,0.789,0.869,0.904,0.904,
460,1.0,0.4,1.0,0.0,0.866,0.791,0.936,0.832,0.648,0.634,0.673,0.583,0.583,
461,1.0,0.4,1.0,0.0,0.793,0.709,0.752,0.662,0.407,0.357,0.526,0.102,0.0,
462,0.0,0.4,0.0,0.0,0.096,0.017,0.747,0.007,0.359,0.007,0.159,0.122,0.0,
463,0.0,0.4,0.0,1.0,0.018,0.017,0.012,0.007,0.044,0.007,1.0,1.0,0.0,
464,0.0,0.4,0.0,1.0,0.018,0.017,0.007,0.007,0.007,0.008,1.0,1.0,0.0,
465,0.5,0.4,0.4,1.0,0.212,0.115,0.029,0.013,0.019,0.007,1.0,1.0,0.0,
466,1.0,0.4,1.0,0.0,0.782,0.691,0.029,0.465,0.023,0.274,0.013,0.007,0.0,
467,1.0,0.4,1.0,0.0,0.716,0.634,0.595,0.452,0.259,0.233,0.012,0.018,0.0,
468,1.0,0.4,1.0,0.0,0.795,0.548,0.799,0.197,0.347,0.213,0.047,0.071,0.0,
469,1.0,0.4,1.0,0.0,0.821,0.679,0.852,0.205,0.301,0.116,0.077,0.045,0.0,
470,1.0,0.4,1.0,1.0,0.829,0.686,0.86,0.436,0.334,0.214,1.0,1.0,0.0,
471,1.0,0.4,1.0,0.0,0.895,0.837,0.953,0.813,0.636,0.319,0.509,0.069,0.0,
472,1.0,0.4,1.0,0.0,0.897,0.874,0.955,0.865,0.577,0.556,0.339,0.548,0.548,
473,0.0,0.4,0.0,0.0,0.018,0.018,0.915,0.007,0.007,0.007,0.514,0.532,0.532,
474,0.0,0.4,0.0,0.0,0.018,0.018,0.007,0.007,0.007,0.007,0.006,0.006,0.0,
475,0.0,0.4,0.0,0.0,0.022,0.018,0.007,0.007,0.008,0.008,0.008,0.008,0.0,
476,1.0,0.4,1.0,1.0,0.817,0.788,0.857,0.008,0.376,0.326,1.0,1.0,0.0,
477,1.0,0.4,1.0,1.0,0.94,0.89,0.985,0.711,0.733,0.516,1.0,1.0,0.0,
478,1.0,0.4,1.0,1.0,0.943,0.92,0.985,0.927,0.66,0.655,1.0,1.0,0.0,
479,1.0,0.4,1.0,0.0,0.895,0.926,0.967,0.94,0.582,0.585,0.473,0.559,0.559,
480,1.0,0.4,1.0,0.0,0.829,0.871,0.907,0.894,0.379,0.522,0.396,0.387,0.0,
481,1.0,0.4,1.0,0.0,0.75,0.799,0.668,0.771,0.259,0.401,0.099,0.214,0.0,
482,1.0,0.4,1.0,0.0,0.667,0.718,0.382,0.594,0.177,0.29,0.03,0.048,0.0,
483,0.0,0.4,0.0,1.0,0.081,0.087,0.4,0.011,0.166,0.202,1.0,1.0,0.0,
484,0.0,0.4,0.0,0.0,0.021,0.018,0.011,0.007,0.025,0.01,0.011,0.007,0.0,
485,0.0,0.4,0.0,0.0,0.017,0.018,0.009,0.007,0.007,0.007,0.006,0.006,0.0,
486,0.0,0.4,0.0,0.0,0.017,0.018,0.007,0.007,0.007,0.007,0.008,0.008,0.0,
487,1.0,0.4,1.0,0.0,0.69,0.725,0.007,0.462,0.007,0.248,0.011,0.018,0.0,
488,1.0,0.4,1.0,0.0,0.712,0.802,0.562,0.547,0.211,0.223,0.011,0.045,0.0,
489,1.0,0.4,1.0,1.0,0.793,0.812,0.682,0.701,0.198,0.295,1.0,1.0,0.0,
490,1.0,0.4,1.0,1.0,0.853,0.893,0.848,0.85,0.48,0.415,1.0,1.0,0.0,
491,1.0,0.4,1.0,1.0,0.866,0.901,0.911,0.929,0.447,0.554,1.0,1.0,0.0,
492,1.0,0.4,1.0,0.0,0.871,0.904,0.923,0.934,0.418,0.506,0.294,0.332,0.0,
493,1.0,0.4,1.0,0.0,0.8,0.841,0.874,0.826,0.309,0.454,0.172,0.226,0.0,
494,0.0,0.4,0.0,0.0,0.095,0.019,0.722,0.751,0.282,0.342,0.066,0.073,0.0,
495,0.0,0.4,0.0,0.0,0.021,0.019,0.012,0.007,0.007,0.007,0.066,0.088,0.0,
496,0.0,0.4,0.0,1.0,0.021,0.019,0.007,0.007,0.007,0.007,1.0,1.0,0.0,
497,1.0,0.4,1.0,0.0,0.698,0.745,0.007,0.577,0.007,0.199,0.008,0.006,0.0,
498,1.0,0.4,1.0,0.0,0.642,0.687,0.529,0.454,0.176,0.229,0.037,0.015,0.0,
499,1.0,0.4,1.0,0.0,0.736,0.71,0.684,0.463,0.22,0.186,0.029,0.03,0.0,
500,1.0,0.4,1.0,0.0,0.761,0.711,0.744,0.502,0.233,0.192,0.039,0.046,0.0,
501,1.0,0.4,1.0,0.0,0.771,0.718,0.753,0.513,0.235,0.162,0.048,0.034,0.0,
502,1.0,0.4,1.0,1.0,0.774,0.722,0.769,0.529,0.244,0.201,1.0,1.0,0.0,
