ts,A,CTX,x,US,S"1,S"2,H1,H2,M"1,M"2,D,R*,CR
173,0.0,0.4,0.0,0.0,0.009,0.011,0.006,0.006,0.006,0.006,0.006,0.008,0.0,
174,0.0,0.4,0.0,0.0,0.009,0.009,0.006,0.006,0.006,0.006,0.006,0.006,0.0,
175,0.0,0.4,0.0,0.0,0.009,0.011,0.006,0.006,0.006,0.006,0.006,0.008,0.0,
176,0.0,0.4,0.0,0.0,0.011,0.009,0.006,0.006,0.006,0.006,0.006,0.008,0.0,
177,1.0,0.4,0.8,0.0,0.037,0.024,0.006,0.006,0.007,0.006,0.006,0.006,0.0,
178,1.0,0.4,0.8,0.0,0.032,0.024,0.008,0.006,0.006,0.006,0.008,0.006,0.0,
179,1.0,0.4,0.7,0.0,0.032,0.026,0.006,0.006,0.006,0.006,0.006,0.008,0.0,
180,1.0,0.4,0.7,0.0,0.032,0.021,0.006,0.006,0.006,0.006,0.006,0.006,0.0,
181,1.0,0.4,0.7,0.0,0.032,0.026,0.006,0.006,0.006,0.006,0.006,0.006,0.0,
182,1.0,0.4,0.5,0.0,0.032,0.017,0.006,0.006,0.008,0.006,0.006,0.006,0.0,
183,0.0,0.4,0.0,0.0,0.014,0.012,0.008,0.007,0.006,0.006,0.008,0.006,0.0,
184,0.0,0.4,0.0,0.0,0.009,0.011,0.006,0.006,0.006,0.006,0.006,0.008,0.0,
185,0.0,0.4,0.0,0.0,0.009,0.009,0.006,0.007,0.007,0.006,0.008,0.006,0.0,
186,0.0,0.4,0.0,0.0,0.009,0.011,0.006,0.006,0.007,0.006,0.006,0.008,0.0,
187,0.0,0.4,0.0,0.0,0.009,0.009,0.007,0.006,0.006,0.007,0.008,0.006,0.0,
188,0.0,0.4,0.0,0.0,0.011,0.009,0.006,0.006,0.006,0.006,0.006,0.006,0.0,
189,0.0,0.4,0.0,0.0,0.009,0.009,0.006,0.006,0.006,0.006,0.008,0.006,0.0,
190,0.0,0.4,0.0,0.0,0.009,0.009,0.006,0.006,0.006,0.006,0.006,0.006,0.0,
191,0.0,0.4,0.0,0.0,0.009,0.009,0.006,0.006,0.006,0.007,0.006,0.006,0.0,
192,0.0,0.4,0.0,0.0,0.009,0.009,0.006,0.006,0.006,0.006,0.008,0.008,0.0,
193,0.0,0.4,0.0,0.0,0.011,0.009,0.006,0.006,0.006,0.007,0.006,0.008,0.0,
194,0.0,0.4,0.0,0.0,0.009,0.011,0.007,0.007,0.006,0.007,0.008,0.006,0.0,
195,0.0,0.4,0.0,0.0,0.009,0.009,0.006,0.006,0.006,0.006,0.006,0.006,0.0,
196,0.0,0.4,0.0,0.0,0.011,0.011,0.006,0.007,0.006,0.006,0.006,0.006,0.0,
197,0.0,0.4,0.0,0.0,0.009,0.009,0.006,0.006,0.006,0.006,0.006,0.008,0.0,
198,0.0,0.4,0.0,0.0,0.009,0.009,0.007,0.006,0.006,0.006,0.006,0.006,0.0,
199,0.0,0.4,0.0,0.0,0.009,0.009,0.006,0.006,0.006,0.006,0.008,0.008,0.0,
200,0.0,0.4,0.0,0.0,0.009,0.011,0.007,0.006,0.007,0.006,0.006,0.008,0.0,
201,0.0,0.4,0.0,0.0,0.011,0.011,0.006,0.006,0.006,0.007,0.008,0.006,0.0,
202,0.0,0.4,0.0,0.0,0.011,0.009,0.006,0.006,0.006,0.006,0.008,0.006,0.0,
203,0.0,0.4,0.0,0.0,0.009,0.009,0.006,0.007,0.006,0.007,0.006,0.006,0.0,
204,0.0,0.4,0.0,0.0,0.011,0.009,0.006,0.007,0.006,0.006,0.006,0.006,0.0,
205,0.0,0.4,0.0,0.0,0.011,0.009,0.007,0.007,0.007,0.007,0.006,0.006,0.0,
206,0.0,0.4,0.0,0.0,0.009,0.009,0.006,0.006,0.006,0.007,0.006,0.006,0.0,
207,0.0,0.4,0.0,0.0,0.009,0.009,0.007,0.006,0.006,0.006,0.006,0.006,0.0,
208,0.0,0.4,0.0,0.0,0.009,0.011,0.007,0.006,0.007,0.006,0.006,0.006,0.0,
209,0.0,0.4,0.0,0.0,0.009,0.009,0.006,0.006,0.006,0.006,0.006,0.008,0.0,
210,1.0,0.4,0.6,0.0,0.032,0.019,0.006,0.006,0.007,0.006,0.006,0.006,0.0,
211,1.0,0.4,0.6,0.0,0.031,0.019,0.006,0.008,0.006,0.006,0.008,0.006,0.0,
212,1.0,0.4,0.4,0.0,0.038,0.015,0.008,0.006,0.006,0.007,0.006,0.008,0.0,
213,1.0,0.4,0.3,0.0,0.031,0.013,0.008,0.006,0.006,0.006,0.008,0.006,0.0,
214,1.0,0.4,0.4,0.0,0.031,0.015,0.006,0.006,0.006,0.006,0.008,0.006,0.0,
215,1.0,0.4,0.4,1.0,0.038,0.015,0.008,0.007,0.006,0.007,1.0,1.0,0.0,
216,0.0,0.4,0.0,0.0,0.009,0.009,0.006,0.006,0.007,0.006,0.006,0.006,0.0,
217,0.0,0.4,0.0,0.0,0.012,0.009,0.006,0.006,0.006,0.006,0.006,0.006,0.0,
218,0.0,0.4,0.0,0.0,0.012,0.009,0.006,0.006,0.006,0.006,0.006,0.006,0.0,
219,0.0,0.4,0.0,0.0,0.012,0.009,0.007,0.006,0.007,0.007,0.008,0.006,0.0,
220,0.0,0.4,0.0,0.0,0.009,0.009,0.006,0.006,0.007,0.006,0.006,0.006,0.0,
221,0.0,0.4,0.0,0.0,0.009,0.009,0.006,0.006,0.006,0.006,0.008,0.006,0.0,
222,0.0,0.4,0.0,0.0,0.009,0.009,0.006,0.006,0.007,0.006,0.006,0.006,0.0,
223,0.0,0.4,0.0,0.0,0.009,0.011,0.006,0.006,0.006,0.006,0.008,0.008,0.0,
224,0.0,0.4,0.0,0.0,0.009,0.009,0.006,0.006,0.007,0.006,0.008,0.006,0.0,
225,0.0,0.4,0.0,0.0,0.009,0.011,0.007,0.006,0.007,0.006,0.006,0.008,0.0,
226,0.0,0.4,0.0,0.0,0.012,0.009,0.006,0.007,0.006,0.006,0.006,0.006,0.0,
227,0.0,0.4,0.0,0.0,0.009,0.009,0.006,0.006,0.006,0.006,0.006,0.006,0.0,
228,0.0,0.4,0.0,0.0,0.009,0.009,0.006,0.006,0.006,0.006,0.006,0.006,0.0,
229,0.0,0.4,0.0,0.0,0.009,0.009,0.006,0.006,0.006,0.006,0.008,0.006,0.0,
230,0.0,0.4,0.0,0.0,0.009,0.009,0.007,0.006,0.006,0.007,0.006,0.006,0.0,
231,0.0,0.4,0.0,0.0,0.009,0.011,0.006,0.006,0.006,0.006,0.006,0.006,0.0,
232,0.0,0.4,0.0,0.0,0.009,0.009,0.007,0.006,0.006,0.006,0.006,0.006,0.0,
233,0.0,0.4,0.0,0.0,0.011,0.009,0.006,0.006,0.006,0.006,0.006,0.006,0.0,
